0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2.486187845,2.209944751,1.657458564,1.104972376,0.552486188,0.276243094,1.38121547,4.143646409,4.972375691,4.972375691,4.143646409,4.143646409,4.143646409,4.143646409,4.696132597,5.248618785,6.077348066,7.182320442,7.73480663,8.011049724,6.906077348,5.524861878,4.972375691,3.314917127
