0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
5.80270793,3.868471954,2.321083172,0.580270793,0.386847195,0.386847195,0.386847195,0.386847195,0.386847195,0.386847195,0.193423598,0.386847195,0.580270793,0.967117988,1.547388781,3.675048356,5.80270793,7.736943907,10.63829787,11.79883946,11.60541586,11.21856867,10.25145068,8.704061896
