geo_code,label,elec_rs_15,elec_ns_15,elec_tot15,POP_JOIN,X_cor,Y_cor
E09000019,E92000001E09000019,318.1123912,874.7761533,1192.888545,206125,-0.108640176,51.54796069
E08000029,E92000001E08000029,346.2144162,670.5681598,1016.782576,206674,-1.725631881,52.41274324
E06000030,E92000001E06000030,349.9950286,680.7489418,1030.74397,209156,-1.742388909,51.57108302
E08000005,E92000001E08000005,352.4645672,494.3471148,846.811682,211699,-2.156359339,53.61634072
E07000154,E92000001E07000154,355.2621545,592.7626913,948.0248458,212069,-0.885356958,52.2408367
E08000008,E92000001E08000008,374.1619215,427.109361,801.2712825,219324,-2.061314692,53.47721514
E09000007,E92000001E09000007,350.9118281,1296.068043,1646.979871,220338,-0.155812675,51.54588217
S12000033,S92000003S12000033,426.8565737,815.5633713,1242.419945,222793,-2.171988887,57.15598066
E08000004,E92000001E08000004,356.2900614,437.0577916,793.347853,224897,-2.049178335,53.55164079
E08000009,E92000001E08000009,407.6097762,1042.783389,1450.393165,226578,-2.353918186,53.41876011
E41000324,E92000001E41000324,0,0,0,226771,-0.150334382,51.51304649
E08000016,E92000001E08000016,337.404911,494.5459894,831.9509004,231221,-1.530977888,53.53557471
E09000004,E92000001E09000004,385.4906953,946.6468665,1332.137562,231997,0.144004208,51.46036499
S12000017,S92000003S12000017,667.3936605,1457.322162,2124.715823,232132,-4.760194502,57.57905691
E08000006,E92000001E08000006,441.0370788,557.9378384,998.9749171,233933,-2.368714742,53.48929199
W06000016,W92000004W06000016,334.5605981,521.6195314,856.1801295,234410,-3.43446382,51.64999384
E06000045,E92000001E06000045,398.101243,553.8419223,951.9431653,236882,-1.397303199,50.91644805
E09000016,E92000001E09000016,415.1058856,401.4725301,816.5784157,237232,0.222064289,51.56261972
W06000011,W92000004W06000011,351.8401069,588.6596067,940.4997136,239023,-4.0599947,51.64114485
E09000015,E92000001E09000015,355.968586,265.5517101,621.5202961,239056,-0.339682944,51.59722495
E09000012,E92000001E09000012,344.9158373,648.8079654,993.7238027,246270,-0.061718193,51.55176494
E06000015,E92000001E06000015,384.1664464,557.4608018,941.6272482,248752,-1.466837895,52.91222399
E06000042,E92000001E06000042,411.9125876,995.3372871,1407.249875,248821,-0.731956948,52.0834192
E06000021,E92000001E06000021,350.8627274,676.6990553,1027.561783,249008,-2.163121353,53.01774126
E08000031,E92000001E08000031,376.4822436,595.4935904,971.975834,249470,-2.119580175,52.58884706
S12000034,S92000003S12000034,596.9618974,933.3378119,1530.299709,252973,-2.62766312,57.24205754
E09000018,E92000001E09000018,385.1151227,918.464585,1303.579708,253957,-0.364565373,51.46798251
E09000030,E92000001E09000030,403.4645706,2229.507582,2632.972153,254096,-0.033037232,51.5152211
E06000056,E92000001E06000056,473.4798526,683.5620872,1157.04194,254381,-0.434413292,52.00624933
E09000011,E92000001E09000011,375.6624396,453.939766,829.6022056,254557,0.05719425,51.4738848
E09000014,E92000001E09000014,368.4088323,437.2439526,805.6527849,254926,-0.10587778,51.58986814
E06000026,E92000001E06000026,391.1576202,636.6534888,1027.811109,256384,-4.118709441,50.39117709
E06000010,E92000001E06000010,367.3238925,701.9054645,1069.229357,256406,-0.333661991,53.75966288
E08000018,E92000001E08000018,360.2715165,598.1213481,958.3928646,257280,-1.284696738,53.40837759
E09000031,E92000001E09000031,355.7461338,385.2022052,740.948339,258249,-0.011024888,51.5935386
E06000025,E92000001E06000025,425.4609325,745.3387676,1170.7997,262767,-2.469394794,51.54639255
E06000035,E92000001E06000035,435.1494907,422.7680579,857.9175486,263925,0.571055459,51.42520405
E08000030,E92000001E08000030,403.3611097,579.4023335,982.7634432,269323,-1.964917394,52.59891079
E06000043,E92000001E06000043,451.3884979,599.8837776,1051.272275,273369,-0.131547706,50.84289059
E08000014,E92000001E08000014,521.8137521,489.1869524,1011.000705,273790,-3.014853837,53.56508345
E09000017,E92000001E09000017,432.499285,926.2567044,1358.755989,273936,-0.444088505,51.54101443
E08000024,E92000001E08000024,412.9319189,686.2496835,1099.181602,275506,-1.450363851,54.88032501
E09000023,E92000001E09000023,414.2839674,367.9026131,782.1865805,275885,-0.018693658,51.4477678
E08000001,E92000001E08000001,477.4661863,556.5053478,1033.971534,276786,-2.465544486,53.57840849
E09000026,E92000001E09000026,407.0853893,303.9603967,711.045786,278970,0.077493044,51.58515452
E08000021,E92000001E08000021,428.1628719,881.4651055,1309.627977,280177,-1.656269531,55.00760238
E08000007,E92000001E08000007,518.1011923,571.307422,1089.408614,283275,-2.126659712,53.3937007
E09000028,E92000001E09000028,441.8796178,1299.870818,1741.750436,288283,-0.072442749,51.4737147
E08000017,E92000001E08000017,432.6954362,809.248844,1241.94428,302402,-1.094117403,53.54409307
E09000022,E92000001E09000022,441.4027284,705.0717972,1146.474526,303086,-0.116716313,51.45330225
E06000018,E92000001E06000018,459.1086854,809.3308883,1268.439574,305680,-1.174978844,52.96027351
E06000051,E92000001E06000051,551.8716072,944.2814606,1496.153068,306129,-2.73279797,52.63506752
E09000032,E92000001E09000032,499.2081416,553.8174835,1053.025625,306995,-0.18460547,51.45145601
E09000025,E92000001E09000025,377.4126565,1020.563358,1397.976014,307984,0.039185421,51.52633792
E08000028,E92000001E08000028,437.3022923,813.1652544,1250.467547,308063,-2.007556717,52.51508324
E09000006,E92000001E09000006,565.8845431,481.9166345,1047.801178,309392,0.053151326,51.37147957
E09000005,E92000001E09000005,427.7546032,600.5438742,1028.298477,311215,-0.266242058,51.55805058
E09000010,E92000001E09000010,500.5439724,552.2404658,1052.784438,312466,-0.085666296,51.65049987
E08000027,E92000001E08000027,477.6265191,590.6886945,1068.315214,312925,-2.107317412,52.48248592
S12000029,S92000003S12000029,615.4028288,835.3795421,1450.782371,313830,-3.809703327,55.61286106
E06000048,E92000001E06000048,0,0,0,316028,-2.06381917,55.24249236
E08000026,E92000001E08000026,503.6906726,815.4971664,1319.187839,316960,-1.518286146,52.41648574
E08000010,E92000001E08000010,529.2965103,650.3072569,1179.603767,317849,-2.588168115,53.52391649
E08000015,E92000001E08000015,602.1816455,516.4986787,1118.680324,319783,-3.091243692,53.36862208
E08000036,E92000001E08000036,487.3562019,1157.994813,1645.351015,325837,-1.410252817,53.66042005
E06000050,E92000001E06000050,669.899549,1585.330859,2255.230408,329608,-2.734446829,53.19992081
E06000016,E92000001E06000016,455.5057707,970.2187759,1425.724547,329839,-1.12693923,52.63755045
E06000011,E92000001E06000011,554.5555247,1117.870659,1672.426184,334179,-0.48048979,53.8675677
S12000044,S92000003S12000044,572.9607268,764.6225227,1337.58325,337727,-3.947073172,55.87488843
E09000009,E92000001E09000009,479.9746043,900.8229267,1380.797531,338449,-0.329450307,51.52196521
W06000015,W92000004W06000015,504.4270216,1045.136327,1549.563349,346090,-3.19828314,51.50796064
E09000003,E92000001E09000003,626.8867259,575.2579519,1202.144678,356386,-0.208417625,51.61552993
E09000008,E92000001E09000008,601.2015114,659.4163456,1260.617857,363378,-0.085558665,51.35480773
S12000015,S92000003S12000015,657.2732804,902.1505505,1559.423831,365198,-3.122155084,56.22923623
E06000049,E92000001E06000049,774.6261805,1039.867292,1814.493473,370127,-2.347942412,53.18013393
E08000034,E92000001E08000034,614.3877879,966.6312577,1581.019046,422458,-1.761714235,53.62714679
E06000023,E92000001E06000023,665.7068887,1147.957428,1813.664317,428234,-2.76928476,51.45217547
E08000012,E92000001E08000012,838.7491814,1164.260086,2003.009267,466415,-2.915696166,53.39523675
E06000054,E92000001E06000054,982.7723731,1307.117395,2289.889768,470981,-1.943297724,51.29713028
S12000036,S92000003S12000036,898.2883607,1351.981844,2250.270205,476626,-3.286941603,55.92659491
E08000003,E92000001E08000003,847.7125485,1777.771937,2625.484485,503127,-2.231041823,53.45128709
E06000047,E92000001E06000047,799.8879041,1263.125549,2063.013453,513242,-1.837991882,54.69532273
E08000032,E92000001E08000032,732.429792,1023.424042,1755.853834,522452,-1.853234978,53.84449399
E41000052,E92000001E41000052,0,0,0,534476,-4.83314627,50.40244263
E08000019,E92000001E08000019,760.0576987,1618.774916,2378.832615,552698,-1.548975262,53.40415739
S12000046,S92000003S12000046,1037.388531,1648.265437,2685.653968,593245,-4.251761101,55.8579558
E08000035,E92000001E08000035,1196.377195,2074.340273,3270.717468,751485,-1.504480328,53.82554279
E08000025,E92000001E08000025,1524.919651,2526.999354,4051.919005,1073045,-1.873273125,52.48823796
